message_id,title,title_ar,content,content_ar,summary,summary_ar,author,type,organization,subsidiary,department,categories,subcategories,hashtags,status,published_at,slug,meta_description,meta_keywords,media_url
5005,,,,ماذا يعني رفع العقوبات عن سوريا ؟  - النهضة السورية ستبدأ  - الاستثمارات الضخمة سوف تتسابق عليها الدول - إعادة الاعمار قادمة الى جميع المحافظات السورية - تحسين واضح للكهرباء ٢٤ ساعة متواصلة - عودة تفعيل جميع البرامج المحجوبة  - انتعاش اقتصادي عظيم  - توفر جميع مقومات الحياة الاساسية - الدعم قادم بكافة المجالات والعروض الدولية - دمشق ستعود منارة الشرق الاوسط - ⁠ارتفاع قيمة الليرة السورية أضعاف خلال أيام قليلة - مضاعفة رواتب الموظفين - تدفّق مليارات الدولارات على البنك المركزي ما بين       هبات وودائع وأموال شركات - توفّير آلاف فرص العمل للشباب - اعتراف عالمي بالدولة السورية واحترام سيادتها - امكانية شراء اسلـ.، ـحة نوعية وطائرات ودفاعات       جوية وغيرها من الاسلحة - عودة اللاجئين السوريين الى مناطقهم - التعافي الاقتصادي يؤدّي حتمًا لتعافي مؤسستي الجيش والأمن، وبالتالي قوة الدولة التي سينبثق عنها أزدياد في الأمن والأمان والمحاسبة.   وتفاصيل اخرى كثيرة......   نسأل الله التوفيق والسداد في القريب العاجل      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:04:28,,,,
5004,,,,وزارة الاتصالات السورية تُطلق شبكة سيلك لينك: شبكة ألياف بصرية بطول 4500 كيلومتر (100 تيرابت في الثانية) تربط دمشق وحلب وتدمر وطرطوس والدول المجاورة (العراق والأردن ولبنان وتركيا).  -وزير الاتصالات وتكنولوجيا المعلومات، عبد السلام هيكل: إحياء دور سوريا كممر بيانات عالمي بين آسيا وأوروبا، وتحفيز الاستثمار التكنولوجي والخدمات الرقمية.  -مشروع ممول من برنامج الشراكة بين القطاعين العام والخاص (PPP) لجعل سوريا مركزًا رقميًا إقليميًا.     https://legalknowledgehouse.taplink.ws ‎<This message was edited> #سوريا,,,Qarar Platform,General,MOCT,,,Communications,Communications,"[""#سوريا""]",published,2025-05-18 10:04:28,,,,
5003,,,Attachments,مرفقات #سوريا,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#سوريا""]",published,2025-05-18 10:04:28,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00005003_جدلية_الاستقالة_في_عقود_العمل.pdf
5002,,,,#تعميم بعدم اعتماد أي شهادة ممنوحة من الجامعات الخاصة في الجمهورية العربية السورية، إلا بعد أن تكون مصدقة بختم من وزارة التعليم العالي والبحث العلمي وموقعة من معاون وزير التعليم العالي والبحث العلمي.,,,Qarar Platform,Circular,MOHE,,,Education,Higher Education,"[""#تعميم""]",published,2025-05-18 10:03:53,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00005002_photo.jpg
5001,,,,#تعميم  #محافظة_ديرالزور,,,Qarar Platform,Circular,MOI,,,Politics,Government Decisions,"[""#تعميم"", ""#محافظة_ديرالزور""]",published,2025-05-18 10:03:38,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00005001_photo.jpg
5000,,,,أبرز المواضيع التي تم تداولها في اجتماع محافظ ديرالزور بغرفة التجارة المركزية.  #محافظة_ديرالزور,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#محافظة_ديرالزور""]",published,2025-05-18 10:03:24,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00005000_photo.jpg
4999,,,,أبرز المواضيع التي تم الاتفاق عليها باجتماع محافظ ديرالزور بهيئة الطيران المدني  #محافظة_دير الزور,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#محافظة_دير""]",published,2025-05-18 10:03:02,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004999_photo.jpg
4998,,,,أبرز المواضيع التي تم الاتفاق عليها في لقاء محافظ ديرالزور بوزير الاقتصاد والصناعة.  #محافظة_ديرالزور,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#محافظة_ديرالزور""]",published,2025-05-18 10:02:44,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004998_photo.jpg
4997,,,,"حصاد اليوم الثلاثاء 13 أيار في محافظة درعا   زيارة ميدانية إلى مشفى الحراك الوطني  قام محافظ درعا السيد أنور طه الزعبي بزيارة تفقدية إلى مشفى الحراك الوطني برفقة مدير صحة درعا الدكتور زياد محاميد. خلال الزيارة، اطلع المحافظ على واقع الخدمات الصحية المقدمة واستمع إلى احتياجات الكادر الطبي.  متابعة الواقع الخدمي في مدينة الحراك  شملت الزيارة أيضاً بلدية الحراك، حيث التقى المحافظ بالكادر الإداري والفني. تم بحث سبل تحسين الواقع الخدمي وتذليل العقبات التي تواجه العمل البلدي في المدينة.  لقاء مع منسق اليونيسف  التقى المحافظ السيد أنور طه الزعبي الدكتور سليمان النجم، منسق منظمة اليونيسف في المنطقة الجنوبية لبرنامج الصحة والتغذية. تركز اللقاء على مناقشة واقع القطاع الصحي في المحافظة، خاصة ما يتعلق بصحة الأطفال ودعم برامج الرعاية والتغذية.  مهرجان دعوي بعنوان ""عيشها صح""   أعلنت وزارة الأوقاف عن إقامة المهرجان الدعوي الثاني في محافظة درعا تحت عنوان ""عيشها صح"". يهدف المهرجان إلى تعزيز الوعي الديني والأخلاقي ونشر ثقافة المسؤولية المجتمعية لدى الشباب والأسر.  حملات نظافة مستمرة في مدينة درعا  يواصل مجلس مدينة درعا تنظيم حملات نظافة مسائية لمعالجة مشكلة تراكم القمامة. وقد دعت الجهات المعنية المواطنين وأصحاب المطاعم ومستثمري الحدائق إلى الالتزام بقانون النظافة لتجنب التعرض للعقوبات.  مسح طبوغرافي في قرية الفقيع  أجرت مديرية الخدمات الفنية في درعا عملية مسح طبوغرافي حقلي في قرية الفقيع. تم رصد الأبنية والأعمدة والأشجار والطرق، وتم تحويل البيانات إلى خرائط رقمية دقيقة ضمن المخطط التنظيمي للقرية، في إطار تحسين الخدمات والتخطيط العمراني. #محافظة_درعا      https://legalknowledgehouse.taplink.ws",,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#محافظة_درعا""]",published,2025-05-18 10:01:59,,,,
4996,,,,#عاجل | الخارجية الأردنية:  -نرحب بإعلان الرئيس ترامب رفع العقوبات عن #سوريا  -رفع العقوبات خطوة هامة في طريق إعادة بناء سوريا وفتح آفاق جديدة للتعاون الاقتصادي مع دول العالم  -نؤكد دعم الأردن المطلق للشقيقة سوريا والشعب الشقيق في إعادة بناء وطنه       https://legalknowledgehouse.taplink.ws,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#عاجل"", ""#سوريا""]",published,2025-05-18 10:01:59,,,,
4995,,,,#عاجل | وزير المالية الدكتور محمد يسر برنية: قرار الرئيس الأمريكي دونالد ترامب رفع العقوبات عن سوريا وإعادة العلاقات خطوة بالغة الأهمية لتعيد سوريا بناء نفسها كدولة فاعلة في استقرار المنطقة وتنميتها        https://legalknowledgehouse.taplink.ws,,,Qarar Platform,General,MOF,,,Economy,Budget and Public Finance,"[""#عاجل""]",published,2025-05-18 10:01:59,,,,
4994,,,,"في إطار العمل لتنفيذ مضمون المرسوم رقم 16 لعام 2025 الذي أصدره السيد رئيس الجمهورية العربية السورية، والسعي لإلغاء القرارات والأحكام الجائرة التي صدرت بحق أبناء الشعب السوري  في عهد النظام البائد، والتي تمس حرياتهم وممتلكاتهم بشكل خاص  اجتمع في مقر وزارة العدل كلٌّ من السيد وزير العدل الدكتور ""مظهر الويس"" والسيد وزير الداخلية الأستاذ ""أنس خطاب"" والسيد وزير المالية ""محمد يسر برنية"" لوضع الآليات المناسبة والإجراءات التنفيذية لرفع الحجوزات الصادرة عن وزارة المالية بموجب توجيهات الأجهزة الأمنية والمستندة لأحكام المرسوم التشريعي رقم 63 لعام 2012،  وتم الاتفاق على تشكيل اللجان التخصصية اللازمة من الجهات ذات العلاقة للبدء فورا بإعداد قوائم المحجوز عليهم وفرزها ومعالجتها في ضوء المرسوم رقم 16 لعام 2025 وحسب الطرق القانونية المعتبرة، وذلك في خطوة تقوم بها الدولة للتخفيف عن الإخوة المواطنين وإنهاء كافة الآثار القانونية المترتبة عليهم بفعل القرارات والأحكام التعسفية الصادرة في عهد النظام البائد. #الجمهورية_العربية_السورية #وزارة_العدل",,,Qarar Platform,Statement,MOJ,,,Justice,Legislation and Laws,"[""#الجمهورية_العربية_السورية"", ""#وزارة_العدل""]",published,2025-05-18 10:01:59,,,,
4993,,,,مدير الأمانة العامة للشؤون السياسية محمد كحالة في منشور له عبر منصة X:  - نرحب بقرار الرئيس الأمريكي رفع العقوبات عن سوريا  - نؤكد أن هذه الخطوة من شأنها أن تخفف من معاناة السوريين بعد سنوات طويلة من الألم  - اليوم نخطو خطوة جديدة نحو حياة كريمة نستحقها جميعاً إن سوريا اليوم تنادي أبناءها لبناء وطن يليق بتضحياتهم      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4992,,,,رئيس اتحاد غرف التجارة السورية علاء عمر العلي لسانا:   - قرار الرئيس الأمريكي دونالد ترامب رفع العقوبات عن سوريا سيسهم في عودة الاقتصاديين إلى وطنهم وبالتالي تدفّق استثمارات كبيرة  -الكثير من الاقتصاديين ينتظرون هذه الخطوة لتحويل أموالهم إلى سورية والبدء بأنشطة تجارية وصناعية متنوّعة وهذا سينعكس بشكل إيجابيّ على كلّ الشعب السوري من خلال تحسين أوضاعهم المعيشية وتوفير الخدمات الأساسية لهم  -رفع العقوبات عن سورية يعني أن جميع المؤسسات التجارية والأفراد من كل دول العالم سيكونون قادرين على العمل والتبادل التجاري مع سوريا وبالتالي ستكون هناك تجارة أكبر مع العالم الخارجي لجهة الصادرات والواردات السورية وهذا سيؤدي لدعم الاقتصاد السوري وتدوير عجلته وتسريعها  -الشكر لكلّ من أسهم في قرار رفع العقوبات عن سوريا التي فرضت عليها جراء الأعمال الإجرامية التي كان يقوم بها نظام الأسد البائد     https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOIN,,,Industry,Industry,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4991,,,,الأمين العام لجامعة الدول العربية أحمد أبو الغيط:  ‏ -قرار الرئيس الأمريكي ‎دونالد ترامب رفع العقوبات الأمريكية عن ‎سوريا هو تطور إيجابي ومهم   -القرار يستحق الإشادة ويسمح لسوريا بطي صفحة الماضي والانطلاق الاقتصادي لخدمة الاستقرار والتنمية       https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4990,,,,#عاجل  وزارة الخارجية الأمريكية  نحن راضون عن قرار حـ.ـل حزب العمـال الكردستاني إن تخلي هذا التنظـ.ـيم الإرهـ.ـابي عن السـلاح يُعد انتصارًا للحضارة     https://legalknowledgehouse.taplink.ws,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#عاجل""]",published,2025-05-18 10:01:59,,,,
4989,,,,"#عاجل  مصادر إعلامية:  - إطلاق شركة ""فلاي شام"" للطيران بشراكة سورية إماراتية والتي ستبدأ عملياتها خلال الأيام القليلة المقبلة   - الشركة ستنطلق بأسطول حديث من طائرات إيرباص A320     https://legalknowledgehouse.taplink.ws",,,Qarar Platform,General,MOCT,,,Communications,Communications,"[""#عاجل""]",published,2025-05-18 10:01:59,,,,
4988,,,,مبعوث الأمم المتحدة الخاص إلى سوريا غير بيدرسون:  - أرحب بتصريحات الرئيس الأمريكي دونالد ترامب بشأن وقف العقوبات المفروضة على سوريا  - السوريون داخل وخارج البلاد يطالبون بتخفيف عاجل للعقوبات  - رفع العقوبات الأمريكية عن سوريا يتماشى مع دعوتنا لإجراءات ذات مغزى   - رفع العقوبات يسهم في دعم التعليم والصحة وإنعاش الاقتصاد وخطوة تمكّن السوريين من المشاركة الفعّالة في إعادة الإعمار      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4987,,,,#عاجل  تخفيض سعر ليتر #البنزين في سوريا إلى 9130 ليرة للتر الواحد و #المازوت إلى 7880 ليرة للتر ويُطلب من جميع الكازيات الالتزام بالتسعيرة.     https://legalknowledgehouse.taplink.ws,,,Qarar Platform,General,MOMR,,,Energy,Oil and Gas,"[""#عاجل"", ""#البنزين"", ""#المازوت""]",published,2025-05-18 10:01:59,,,,
4986,,,,الخارجية القطرية :  نرحب باعتزام الرئيس الأميركي رفع العقوبات عن سوريا ونعده خطوة نحو دعم الاستقرار   https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4985,,,,#عاجل  وزير الطاقة محمد البشير: نرحّب بقرار رفع العقوبات الأمريكية عن #سوريا ونعتبره خطوة إيجابية نحو تخفيف معاناة الشعب السوري.  - القرار يُسهم في دعم مؤسسات الدولة وتعزيز قطاع الطاقة.  - نتوجّه بالشكر للدبلوماسية السورية على جهودها المتواصلة في بناء #سوريا الجديدة.      https://legalknowledgehouse.taplink.ws,,,Qarar Platform,General,MOMR,,,Energy,Renewable Energy,"[""#عاجل"", ""#سوريا""]",published,2025-05-18 10:01:59,,,,
4984,,,,وزارة الخارجية الكويتية في بيان لها:   - دولة الكويت ترحب بإعلان الرئيس الأمريكي دونالد ترامب رفع العقوبات عن الجمهورية العربية السورية الشقيقة خلال زيارته الرسمية إلى المملكة العربية السعودية   - دولة الكويت تثمن الجهود الكبيرة التي قامت بها المملكة العربية السعودية في هذا الأمر وتؤكد أن هذه الخطوة من شأنها دعم الاستقرار والازدهار والتنمية في البلد الشقيق  - دولة الكويت تجدد دعمها للجمهورية العربية السورية وشعبها وكافة الجهود الرامية لصون سيادتها واستقلالها ووحدتها وسلامة أراضيها      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4983,,,,#عاجل‌  مجلس التعاون الخليجي: نرحب بقرار الولايات المتحدة الأمريكية رفع العقوبات عن #سوريا ونشيد بجهود #السعودية في هذا القرار.      https://legalknowledgehouse.taplink.ws,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#عاجل"", ""#سوريا"", ""#السعودية""]",published,2025-05-18 10:01:59,,,,
4982,,,,عاجل - البيت الأبيض: الرئيس الاميركي دونالد ترمب يلتقي الرئيس أحمد الشرع في الرياض صباح الأربعاء.       https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4981,,,,وزارة الخارجية الليبية:  - نرحب بإعلان الرئيس الأمريكي دونالد ترامب بشأن رفع العقوبات عن سوريا   - القرار يُمثل بارقة أمل نحو إنهاء معاناة الشعب السوري الشقيق ويُمهّد الطريق أمام جهود التعافي الوطني  - ندعم وحدة سوريا واستعادة دورها الإقليمي والدولي      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:01:59,,,,
4980,,,,#قرار  وزير التعليم العالي والبحث العلمي يصدر القرار رقم /283/ تاريخ 8/5/2025 القاضي بالاعتراف بالجامعات الحكومية التركية وشمال قبرص وإضافتها إلى قوائم الجامعات المعترف بها في وزارة التعليم العالي والبحث العلمي.   التفاصيل على الرابط الآتي: http://mohe.gov.sy/mohe/index.php?node=5632&nid=7585  #الجمهورية_العربية_السورية  #وزارة_التعليم_العالي_والبحث_العلمي #قرار  وزير التعليم العالي والبحث العلمي يصدر القرار رقم /283/ تاريخ 8/5/2025 القاضي بالاعتراف بالجامعات الحكومية التركية وشمال قبرص وإضافتها إلى قوائم الجامعات المعترف بها في وزارة التعليم العالي والبحث العلمي.   التفاصيل على الرابط الآتي: http://mohe.gov.sy/mohe/index.php?node=5632&nid=7585  #الجمهورية_العربية_السورية  #وزارة_التعليم_العالي_والبحث_العلمي https://t.me/SYRIAED,,,Qarar Platform,Decision,MOHE,,,Education,Higher Education,"[""#قرار"", ""#الجمهورية_العربية_السورية"", ""#وزارة_التعليم_العالي_والبحث_العلمي""]",published,2025-05-18 10:01:12,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004980_photo.jpg
4979,,,,مصادر إعلامية: وصول الرئيس السوري أحمد الشرع للعاصمة السعودية الرياض      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 10:00:56,,,,
4978,,,Attachments,مرفقات #سوريا,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#سوريا""]",published,2025-05-18 10:00:56,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004978_photo.jpg
4977,,,Attachments,مرفقات #سوريا,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#سوريا""]",published,2025-05-18 10:00:56,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004977_photo.jpg
4976,,,Attachments,مرفقات #سوريا,,,Qarar Platform,General,MOI,,,Politics,Government Decisions,"[""#سوريا""]",published,2025-05-18 10:00:56,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004976_photo.jpg
4975,,,,مخرجات لقاء وزير الاقتصاد والصناعة بمحافظ السويداء لتعزيز الواقع الاقتصادي في المحافظة. #الجمهورية_العربية_السورية  #وزارة_الاقتصاد_والصناعة,,,Qarar Platform,General,MOIN,,,Industry,Industry,"[""#الجمهورية_العربية_السورية"", ""#وزارة_الاقتصاد_والصناعة""]",published,2025-05-18 10:00:35,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004975_photo.jpg
4974,,,,مخرجات الجلسة التي جمعت وزير الاقتصاد والصناعة بمحافظ دير الزور.  #الجمهورية_العربية_السورية  #وزارة_الاقتصاد_والصناعة,,,Qarar Platform,General,MOIN,,,Industry,Industry,"[""#الجمهورية_العربية_السورية"", ""#وزارة_الاقتصاد_والصناعة""]",published,2025-05-18 09:29:03,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004974_photo.jpg
4973,,,,"#قرار من وزير الاقتصاد والصناعة ينص على اعتماد ""المنتدى الاقتصادي السوري للتنمية"" كمصدر للمعلومات والاستشارات والدراسات الخاصة بالشأن الاقتصادي بالتنسيق مع وزارة الاقتصاد والصناعة.  #الجمهورية_العربية_السورية  #وزارة_الاقتصاد_والصناعة",,,Qarar Platform,Decision,MOIN,,,Industry,Industry,"[""#قرار"", ""#الجمهورية_العربية_السورية"", ""#وزارة_الاقتصاد_والصناعة""]",published,2025-05-18 09:28:29,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004973_photo.jpg
4972,,,,"اقتصاد  ""نهضة الحديد: إعادة بناء العمود الفقري للصناعة السورية"" #الجمهورية_العربية_السورية  #وزارة_الصناعة للمشاهدة على يوتيوب: https://youtu.be/3pcUa3JJcp4",,,Qarar Platform,General,MOIN,,,Industry,Industry,"[""#الجمهورية_العربية_السورية"", ""#وزارة_الصناعة""]",published,2025-05-18 09:28:04,,,,
4971,,,,قرار بتوقيف تصدير خردة المعادن والسبائك المعدنية بكافة أنواعها.  #الجمهورية_العربية_السورية  #وزارة_الاقتصاد_والصناعة,,,Qarar Platform,Decision,MOIN,,,Industry,Industry,"[""#الجمهورية_العربية_السورية"", ""#وزارة_الاقتصاد_والصناعة""]",published,2025-05-18 09:27:36,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004971_photo.jpg
4970,,,,الخارجية القطرية:  ‏- نرحب باعتزام الرئيس الأمريكي دونالد ترامب رفع العقوبات عن سوريا ونعدّه خطوة مهمة لدعم الاستقرار والازدهار في سوريا الجديدة  - نعرب عن تقدير دولة قطر الكامل لجهود المملكة العربية السعودية الشقيقة والجمهورية التركية الشقيقة في هذا السياق  ‏- نجدّد دعم دولة قطر الكامل لسيادة سوريا واستقلالها وسلامة أراضيها وتطلعات شعبها الشقيق في الأمن والاستقرار والتنمية      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 09:27:18,,,,
4969,,,,رئاسة الجمهورية اللبنانية:  - الرئيس جوزاف عون يعرب عن ترحيبه الكبير بإعلان الرئيس الأميركي دونالد ترامب رفع العقوبات عن سوريا  - قرار رفع العقوبات جاء بمسعى مشكور من سمو ولي العهد في المملكة العربية السعودية الأمير محمد بن سلمان   - عون يتمنى أن يكون هذا القرار الشجاع خطوة أخرى على طريق استعادة سوريا لعافيتها واستقرارها بما ينعكس خيراً على لبنان وكل منطقتنا وشعوبها      https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 09:27:18,,,,
4968,,,,وزير الخارجية والمغتربين أسعد الشيباني:  ‏- أتقدم بجزيل الشكر والتقدير للمملكة العربية السعودية قيادةً وحكومةً وشعباً على الجهود الصادقة التي بذلتها في دعم مساعي رفع العقوبات الجائرة عن سوريا  - الدبلوماسية السعودية تؤكد مجدداً أنها صوت العقل في المنطقة ومساهمتها في رفع العقوبات عن سوريا تعكس حرصها على وحدة البلاد واستقرارها   ‏- ننظر إلى رفع العقوبات كبداية جديدة في مسار إعادة الإعمار ونفتح صفحة جديدة نحو مستقبل يليق بالشعب السوري وتاريخه       https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOI,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 09:27:18,,,,
4967,,,,الأردن يرحب بإعلان الرئيس الأمريكي دونالد ترامب بشأن رفع العقوبات عن سوريا    https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,Statement,MOFA,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 09:27:18,,,,
4966,,,,وزير الخارجية والمغتربين أسعد الشيباني :  - نرحب بتصريحات الرئيس دونالد ترامب بشأن رفع العقوبات التي فُرضت على سوريا رداً على جرائم الحرب البشعة التي ارتكبها نظام الأسد  - يمثل هذا التطور نقطة تحول محورية للشعب السوري بينما نتجه نحو مستقبل من الاستقرار والاكتفاء الذاتي وإعادة الإعمار الحقيقية بعد سنوات من الحرب   - ننظر إلى هذا الإعلان بإيجابية بالغة ونحن على استعداد لبناء علاقة مع الولايات المتحدة تقوم على الاحترام المتبادل والثقة والمصالح المشتركة  - ترامب قادر على تحقيق اتفاق سلام تاريخي ومستعدون لتعزيز العلاقات مع الولايات المتحدة       https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,Statement,MOFA,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 09:27:18,,,,
4965,,,,الجمهورية العربية السورية ترحب بقرار الرئيس ترامب رفع العقوبات عن #سوريا.,,,Qarar Platform,Statement,MOFA,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 09:27:00,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004965_photo.jpg
4964,,,,#عاجل    وزير التعليم  العالي  منح #سنة كاملة لجميع الطلاب #المنقطعين و #المستنفذين منذ العام الدراسي 2010–2011بسبب الظروف الاستثنائية التي مرت بها البلاد للاستدراك، ويشمل جميع الجامعات.       https://legalknowledgehouse.taplink.ws,,,Qarar Platform,Decision,MOHE,,,Education,Higher Education,"[""#عاجل"", ""#سنة"", ""#المنقطعين"", ""#المستنفذين""]",published,2025-05-18 09:26:43,,,,
4963,,,,عاجل  تزامناً مع خطاب ترمب وتصريحاته بشأن رفع العقوبات عن سوريا، سجّل الدولار لأول مرة منذ فترة طويلة سعراً يبلغ 7500 ليرة سورية    https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,General,MOF,,,Economy,Budget Public Finance,"[""#سوريا""]",published,2025-05-18 09:26:43,,,,
4962,,,,"إعلان  تُعلن جامعة إدلب عن إجراء مناقصة (بالظرف المختوم) لشراء دفتر امتحانات (عربي) عدد 200,000 (مئتا ألف) دفتر، لزوم مديرية اللوازم والمطبوعات.  للاطّلاع على التفاصيل والشروط، يرجى زيارة الرابط الآتي: https://idlib.university/ealan-437/  #الجمهورية_العربية_السورية  #وزارة_التعليم_العالي_والبحث_العلمي  #جامعة_إدلب",,,Qarar Platform,Announcement,MOHE,,,Education,Higher Education,"[""#الجمهورية_العربية_السورية"", ""#وزارة_التعليم_العالي_والبحث_العلمي"", ""#جامعة_إدلب""]",published,2025-05-18 09:26:43,,,,
4961,,,,#عاجل | ترمب: العقويات على #سوريا كانت وحشية ومعيقة وحان الوقت لسوريا لتنهض       https://legalknowledgehouse.taplink.ws,,,Qarar Platform,General,MOFA,,,Politics,Foreign Politics,"[""#عاجل"", ""#سوريا""]",published,2025-05-18 09:26:43,,,,
4960,,,,#عاجل‌  رئيس جامعة #حلب الدكتور أسامة رعدون: نسعى لإعادة تأهيل مشفى الكندي لتقديم الخدمات للمواطنين وتسهيل إجراء التدريبات والاختصاصات للطلاب.     https://legalknowledgehouse.taplink.ws,,,Qarar Platform,Statement,MOHE,,,Health,Healthcare,"[""#عاجل"", ""#حلب""]",published,2025-05-18 09:26:43,,,,
4959,,,,إعلان مزايدة علنية  تُعلن المديرية العامة للرياضة والشباب عن طرح ريع مباريات المرحلة الثانية من إياب دوري الدرجة الأولى لكرة القدم لموسم 2024-2025 للاستثمار، وذلك على أرض الملعب البلدي، عبر المزايدة العلنية ووفق الشروط والأحكام المعتمدة.  فعلى الراغبين بالاستثمار مراجعة المديرية للاطلاع على دفتر الشروط وتقديم العروض ضمن المدة المحددة.  #امحافظة_ادلب,,,Qarar Platform,Announcement,MOTO,,,Sports,Sports Facilities,"[""#امحافظة_ادلب""]",published,2025-05-18 09:26:19,,,,https://qararprod.s3.me-central-1.amazonaws.com/media/post_attachments/2025/05/18/00004959_photo.jpg
4958,,,,#عاجل| الرئيس الأمريكي دونالد ترامب:  - #سوريا عانت من بؤس شديد وموت كبير ونأمل أن تنجح الإدارة الحالية في إحلال السلام والاستقرار  - إدارتي اتخذت الخطوة الأولى لتطبيع العلاقات مع #سوريا  - روبيو سيلتقي وزير الخارجية السوري الجديد في #تركيا  - سوف أدعو لرفع العقوبات عن #سوريا لمنحها فرصة  - آن الأوان لمنح #سوريا الفرصة وأتمنى لها حظاً طيباً       https://legalknowledgehouse.taplink.ws,,,Qarar Platform,Statement,MOFA,,,Politics,Foreign Politics,"[""#عاجل"", ""#سوريا"", ""#تركيا""]",published,2025-05-18 09:26:03,,,,
4957,,,,المتحدث باسم الأمين العام للأمم المتحدة: نرحب بقرار الرئيس ترمب رفع العقوبات عن سوريا         https://legalknowledgehouse.taplink.ws #سوريا,,,Qarar Platform,Statement,MOFA,,,Politics,Foreign Politics,"[""#سوريا""]",published,2025-05-18 09:26:03,,,,
